"Genes"	"logFC: 2M WT vs 2M HET"	"FDR: 2M WT vs 2M HET"	"logFC: 6M WT vs 6M HET"	"FDR: 6M WT vs 6M HET"	"logFC: 18M WT vs 18M HET"	"FDR: 18M WT vs 18M HET"	"logFC: 24M WT vs 24M HET"	"FDR: 24M WT vs 24M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000029319"	0.0513803302138733	0.904148922152676	-0.0228935588596379	0.999744995548852	0.0112084608921788	0.98974159142628	0.0820928584312046	0.62394042465719	"Coq2"	"coenzyme Q2 homolog, prenyltransferase (yeast)"
"ENSMUSG00000029326"	-0.127364867908086	0.77191482067805	-0.00915484604978132	0.999744995548852	-0.0365034650166176	0.972632421400215	-0.114503695224679	0.61402566544233	"Enoph1"	"enolase-phosphatase 1"
"ENSMUSG00000029328"	-0.0508277997550078	0.917889039295585	0.105057273044089	0.999744995548852	0.0860731597415726	0.8724075805523	-0.0284616535867188	0.910985392590094	"Hnrnpdl"	"heterogeneous nuclear ribonucleoprotein D-like"
"ENSMUSG00000029330"	-0.00244422534594396	0.997082424707747	0.038147014692474	0.999744995548852	-0.00249015086962347	0.99834401144297	-0.086463778947204	0.512566876906326	"Cds1"	"CDP-diacylglycerol synthase 1"
"ENSMUSG00000029333"	0.181154967546713	0.64247431189859	-0.011175245505665	0.999744995548852	-0.170088088795654	0.659511160179241	-0.00831045735435548	0.983589962705001	"Rasgef1b"	"RasGEF domain family, member 1B"
"ENSMUSG00000029334"	0.0680251810566844	0.93798192601114	0.290034225092624	0.999744995548852	-0.185704329151219	0.762865204339146	-0.00196531241869736	0.996619811046718	"Prkg2"	"protein kinase, cGMP-dependent, type II"
"ENSMUSG00000029335"	0.135856199147664	0.905246184072346	-0.00390164377767775	0.999744995548852	0.158978749393925	0.902715559133577	-0.20727317470941	0.628924092588902	"Bmp3"	"bone morphogenetic protein 3"
"ENSMUSG00000029337"	-0.177704031089573	0.914712234621975	-0.369966388034449	0.999744995548852	-0.211070437277627	0.920888078580235	-0.0340899919155092	0.97065507090132	"Fgf5"	"fibroblast growth factor 5"
"ENSMUSG00000029338"	-0.662081451709165	0.511018326096737	-0.376897990453765	0.999744995548852	-0.145448782144599	0.968063111562366	-0.181246938643424	0.853133064457281	"Antxr2"	"anthrax toxin receptor 2"
"ENSMUSG00000029343"	0.132136378078448	0.941138024441053	-0.0693651130469073	0.999744995548852	-0.0823173610463492	0.97886462219963	0.179312520571476	0.825363350753977	"Crybb1"	"crystallin, beta B1"
"ENSMUSG00000029344"	0.0591889672957993	0.945905343826747	-0.0590124415532415	0.999744995548852	-0.0162014017918311	0.992202045111732	0.229813988824672	0.378620590449329	"Tpst2"	"protein-tyrosine sulfotransferase 2"
"ENSMUSG00000029345"	0.0431129433041341	0.93466979480485	-0.113839369504962	0.999744995548852	0.0731021882153112	0.890933562749951	0.0627918224490098	0.767687347542203	"Tfip11"	"tuftelin interacting protein 11"
"ENSMUSG00000029346"	0.25176219180958	0.806784172042223	0.00785558253390901	0.999744995548852	-0.0337004984306675	0.989998524406899	0.056918848550377	0.933411074283926	"Srrd"	"SRR1 domain containing"
"ENSMUSG00000029348"	0.0109162789764584	0.989061661327771	0.0543431286862002	0.999744995548852	0.0147081754933705	0.987609608844371	0.0778311170966445	0.67819484311997	"Asphd2"	"aspartate beta-hydroxylase domain containing 2"
"ENSMUSG00000029352"	-1.00083334562256	0.406377892689744	0.375644971223911	0.999744995548852	-0.75445857326146	0.712527766299749	0.666288232568759	0.636327607014117	"Crybb3"	"crystallin, beta B3"
"ENSMUSG00000029359"	0.0463795198808113	0.939758059383132	-0.0281164485254309	0.999744995548852	-0.183661881831711	0.525920048718703	-0.156499491848215	0.473473373417693	"Tesc"	"tescalcin"
"ENSMUSG00000029360"	0.230203773037465	0.943011230077711	0.616837598046454	0.999744995548852	0.291195285137876	0.931450739243356	1.23013391803473	0.167644913184211	"Gm9754"	""
"ENSMUSG00000029361"	0.364498775491482	0.000174383022427899	0.0863138163165954	0.999744995548852	0.258381300642661	0.00844984380051511	0.015215571689303	0.947713443062982	"Nos1"	"nitric oxide synthase 1, neuronal"
"ENSMUSG00000029363"	0.111158647281877	0.914712234621975	0.190124474470253	0.999744995548852	0.0882749208527304	0.960348718121567	0.207871897542367	0.606628614348222	"Rfc5"	"replication factor C (activator 1) 5"
"ENSMUSG00000029364"	-0.0363657037969703	0.915715116080661	-0.0830385681333485	0.999744995548852	-0.0168988534792936	0.977908680677713	-0.0311059913265601	0.85097737591884	"Wsb2"	"WD repeat and SOCS box-containing 2"
"ENSMUSG00000029366"	-0.15149332626256	0.619993989171961	-0.00635324592225869	0.999744995548852	-0.0263227428646089	0.976966057379185	-0.118883227113532	0.53673361040279	"Dck"	"deoxycytidine kinase"
"ENSMUSG00000029370"	0.567048467730686	0.83198595241696	0.170159809228293	0.999744995548852	-0.207321058205182	0.967399068598121	-0.871691425894539	0.405825899690444	"Rassf6"	"Ras association (RalGDS/AF-6) domain family member 6"
"ENSMUSG00000029371"	0.0788188658340307	0.990040168889109	-0.374321746330771	0.999744995548852	0.659565091936276	0.807179107509451	0.643820096524835	0.629014628178415	"Cxcl5"	"chemokine (C-X-C motif) ligand 5"
"ENSMUSG00000029376"	0.0320268348046026	0.986314274044894	-0.303868930254838	0.999744995548852	-0.0397177050521455	0.987186742852723	0.129602964374939	0.827983031558476	"Mthfd2l"	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like"
"ENSMUSG00000029381"	0.398208811016261	0.513455519183087	-0.220283170686822	0.999744995548852	0.0295704903706432	0.989899464136057	0.266828805789642	0.510844428404722	"Shroom3"	"shroom family member 3"
"ENSMUSG00000029385"	-0.128495839095249	0.786752615781855	-0.0263210798283223	0.999744995548852	-0.156610945367146	0.706109538430599	-0.241990518934161	0.178320615526258	"Ccng2"	"cyclin G2"
"ENSMUSG00000029386"	0.119032143444551	0.774812846391147	0.0949588058027001	0.999744995548852	0.0211913021956083	0.984769092509138	-0.0505598722831537	0.853829731705446	"Tctn2"	""
"ENSMUSG00000029387"	-0.0987733011652253	0.90625778685758	-0.0217044004543471	0.999744995548852	-0.177999627448405	0.807179107509451	0.0879062778654648	0.829920258768831	"Gtf2h3"	"general transcription factor IIH, polypeptide 3"
"ENSMUSG00000029388"	0.00547214491474109	0.99591767610261	-0.0420341393015104	0.999744995548852	-0.087243873463042	0.89846096654256	0.158361481752875	0.435490481837285	"Eif2b1"	"eukaryotic translation initiation factor 2B, subunit 1 (alpha)"
"ENSMUSG00000029389"	0.0523797777013024	0.92657672608873	0.0785078440516562	0.999744995548852	0.0183218441506857	0.986877046081407	0.23247045334361	0.132314264450813	"Ddx55"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 55"
"ENSMUSG00000029390"	-0.188645525253654	0.779079069027285	-0.0448813991643387	0.999744995548852	-0.0271508214957197	0.987794206815788	-0.148038479027537	0.693050598984939	"Tmed2"	"predicted gene, 21540"
"ENSMUSG00000029392"	-0.0550532770465473	0.928423058228524	0.049358898753009	0.999744995548852	-0.108335282759185	0.834797350080507	0.0203238183916674	0.948135097516132	"Rilpl1"	"Rab interacting lysosomal protein-like 1"
"ENSMUSG00000029394"	0.0642695519799088	0.957934160859341	-0.00711182063618677	0.999744995548852	0.258737206171876	0.762865204339146	-0.112027674275312	0.854006619607418	"Cdk2ap1"	"CDK2 (cyclin-dependent kinase 2)-associated protein 1"
"ENSMUSG00000029397"	-0.0157936941440407	0.986651043769518	0.0901465561192319	0.999744995548852	0.121507404043163	0.828694122119271	0.028451687868339	0.931776095431326	"Rchy1"	"ring finger and CHY zinc finger domain containing 1"
"ENSMUSG00000029401"	-0.0438436405418408	0.960041922949256	-0.083806688369411	0.999744995548852	0.192468790049051	0.782994430037107	0.0765451544879261	0.871890337609485	"Rilpl2"	"Rab interacting lysosomal protein-like 2"
"ENSMUSG00000029402"	-0.184756228233446	0.872593139839509	0.214195062057104	0.999744995548852	0.142336849475404	0.938436949934873	-0.0397611526986283	0.954778310227549	"Snrnp35"	"small nuclear ribonucleoprotein 35 (U11/U12)"
"ENSMUSG00000029403"	0.0436434895564515	0.93648452517706	0.0907902768755373	0.999744995548852	0.128488753221838	0.706109538430599	-0.120381575112254	0.519997167852159	"Cdkl2"	"cyclin-dependent kinase-like 2 (CDC2-related kinase)"
"ENSMUSG00000029404"	-0.0539160935995858	0.934748412903663	-0.11028186015403	0.999744995548852	0.0761548300807196	0.927491589366103	0.239654192606906	0.148098620667021	"Arl6ip4"	"ADP-ribosylation factor-like 6 interacting protein 4"
"ENSMUSG00000029405"	-0.0151232644374574	0.974689508823066	0.047017227647617	0.999744995548852	-0.0108733952142408	0.988296260299322	-0.189102085964839	0.0516730410282348	"G3bp2"	"GTPase activating protein (SH3 domain) binding protein 2"
"ENSMUSG00000029406"	0.140411450992793	0.611746353266982	0.012176860147725	0.999744995548852	-0.0505584831710525	0.943488353873984	0.0430354856391254	0.839484443717482	"Pitpnm2"	"phosphatidylinositol transfer protein, membrane-associated 2"
"ENSMUSG00000029407"	-0.00650352119696884	0.991589302142917	-0.0319973295655467	0.999744995548852	0.0287377351027681	0.95910581579321	0.0252117919166223	0.88717598282881	"Uso1"	"USO1 vesicle docking factor"
"ENSMUSG00000029408"	0.00422002895104746	0.996995322724543	0.00154357561999263	0.999744995548852	0.0189087707173686	0.985685113782814	-0.120529695839213	0.50934313597839	"Abcb9"	"ATP-binding cassette, sub-family B (MDR/TAP), member 9"
"ENSMUSG00000029410"	-0.263559334976692	0.914712234621975	-0.146310751883894	0.999744995548852	0.241569089415959	0.941145463946431	-0.0338130799242882	0.983589962705001	"Ppef2"	"protein phosphatase, EF hand calcium-binding domain 2"
"ENSMUSG00000029413"	-0.0119814033618602	0.990242268897234	-0.0865289198093771	0.999744995548852	0.145282192754249	0.727442055719757	0.0745749613490249	0.782605021744819	"Naaa"	"N-acylethanolamine acid amidase"
"ENSMUSG00000029414"	-0.380211076966193	0.900395258181547	0.209457743581865	0.999744995548852	0.132585605850059	0.984288466903188	0.601918035870625	0.627352328688435	"Kntc1"	"kinetochore associated 1"
"ENSMUSG00000029415"	-0.0180789288671973	0.98098939937444	0.0856022538761718	0.999744995548852	0.0595906411168078	0.943131155471673	-0.0359502036964207	0.902717133780513	"Sdad1"	"SDA1 domain containing 1"
"ENSMUSG00000029416"	-0.193239155223187	0.650388215890312	0.0413712559250838	0.999744995548852	0.0338951866681541	0.978009302494253	0.102094693217254	0.745055283796298	"Slc15a4"	"solute carrier family 15, member 4"
"ENSMUSG00000029419"	-0.089389809314272	0.955958621788084	-0.227468202840628	0.999744995548852	-0.140769494051249	0.945772277076041	0.555257473143802	0.329974456112176	"Gm996"	"predicted gene 996"
"ENSMUSG00000029420"	0.221540048009623	0.205164531614192	0.130498216864369	0.999744995548852	-0.043888847958365	0.943537646700459	-0.217819455549121	0.063075691320088	"Rimbp2"	"RIMS binding protein 2"
"ENSMUSG00000029422"	0.0221414906266271	0.950159885207402	-0.00936657151059649	0.999744995548852	-0.0620497565474167	0.848768855244304	-0.069364193668106	0.606080590389421	"Rsrc2"	"arginine/serine-rich coiled-coil 2"
"ENSMUSG00000029426"	0.0147348079117236	0.973991255804368	-0.0581021385220577	0.999744995548852	0.0767676695060744	0.795205003375032	-0.0139401241432559	0.944929726061588	"Scarb2"	"scavenger receptor class B, member 2"
"ENSMUSG00000029427"	-0.0617738863487565	0.935041400837555	-0.0491553900866117	0.999744995548852	-0.0165091068850658	0.991317344303667	-0.0419598669754499	0.911075162302257	"Zcchc8"	"zinc finger, CCHC domain containing 8"
"ENSMUSG00000029428"	-0.00990808338236417	0.994177081781964	0.00754223034187035	0.999744995548852	-0.021914604054876	0.988137393607584	0.147422439436562	0.591431406067081	"Stx2"	"syntaxin 2"
"ENSMUSG00000029430"	-0.0813208134074167	0.826054253528993	-0.0701094701316791	0.999744995548852	0.0277021421774984	0.972511054789771	-0.0215551413571739	0.92675640659042	"Ran"	"GTP-binding nuclear protein Ran"
"ENSMUSG00000029432"	0.0501892538264751	0.90625778685758	0.0221695064184248	0.999744995548852	-0.0260335145082045	0.97327781012099	0.0644358201800895	0.710886491941164	"Gbas"	"glioblastoma amplified sequence"
"ENSMUSG00000029433"	-0.13562258264356	0.711448712697851	-0.00153832219380319	0.999744995548852	-0.0609664407588861	0.942725882642563	0.178639159652874	0.318194624372782	"Diablo"	"diablo homolog (Drosophila)"
"ENSMUSG00000029434"	0.0962809059162604	0.710347090064127	0.0849979876844846	0.999744995548852	-0.0139454162890001	0.986529508788174	-0.0064469640437219	0.977745421131321	"Vps33a"	"vacuolar protein sorting 33A (yeast)"
"ENSMUSG00000029436"	0.0302800631739644	0.956268407323017	-0.0813612299564035	0.999744995548852	-0.0795282332394696	0.895641889290203	-0.225949493266419	0.106585623960988	"Mmp17"	"matrix metallopeptidase 17"
"ENSMUSG00000029438"	0.0343437910500227	0.927952949372805	0.0391004939680745	0.999744995548852	-0.0511760882449567	0.905998893243068	-0.00774971396792572	0.969670737511375	"Bcl7a"	"B cell CLL/lymphoma 7A"
"ENSMUSG00000029439"	0.0532510585989168	0.916226302357211	0.0455341498689067	0.999744995548852	-0.0855675380663253	0.874713041420254	0.0449844005801351	0.850190945714321	"Sfswap"	"splicing factor, suppressor of white-apricot homolog (Drosophila)"
"ENSMUSG00000029440"	-0.148791323699973	0.756251889212439	-0.00292661792129524	0.999744995548852	-0.0912888237422471	0.920793419241178	-0.0425517420992854	0.902057374002906	"Psmd9"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9"
"ENSMUSG00000029442"	0.223386204412043	0.780915240555805	-0.173650102680353	0.999744995548852	0.144271912601081	0.914492554558251	0.211855941732643	0.610148481531683	"Wdr66"	""
"ENSMUSG00000029446"	-0.0717544078955346	0.914712234621975	0.0567289590405216	0.999744995548852	-0.0368181802810388	0.97584340183069	0.164402512752673	0.492549463680441	"Psph"	"phosphoserine phosphatase"
"ENSMUSG00000029447"	-0.0292981477059321	0.952408630895593	0.0646511110687113	0.999744995548852	0.0127591888271289	0.989423549889872	-0.0645526406739346	0.745055283796298	"Cct6a"	""
"ENSMUSG00000029449"	0.00595887314921147	0.995740173545347	-0.00369691307850661	0.999744995548852	-0.0511338166070708	0.945642951987343	-0.100208916420868	0.650857846766552	"Rhof"	"ras homolog gene family, member f"
"ENSMUSG00000029452"	0.400343727259213	0.746135775738483	-0.189226203158552	0.999744995548852	-0.440150947296269	0.707830277197685	-0.00289710403276225	0.997355367757936	"Tmem116"	"transmembrane protein 116"
"ENSMUSG00000029454"	0.108863511411729	0.793297688008208	0.0667206706102439	0.999744995548852	-0.0578146011717998	0.943131155471673	0.1278570133688	0.51194979790981	"Mapkapk5"	"MAP kinase-activated protein kinase 5"
"ENSMUSG00000029455"	-0.114424978693835	0.720276401962344	-0.041005402196077	0.999744995548852	-0.0412877306696648	0.953313430747184	0.00939777181144457	0.971676029626427	"Aldh2"	"aldehyde dehydrogenase 2, mitochondrial"
"ENSMUSG00000029456"	-0.302684410405789	0.734509586915479	0.126624077230519	0.999744995548852	0.0879369190778514	0.968671094584996	0.381101501799633	0.349154260394828	"Acad10"	"acyl-Coenzyme A dehydrogenase family, member 10"
"ENSMUSG00000029458"	0.0292833554447021	0.945905343826747	-0.0406577322621253	0.999744995548852	-0.0234001261840211	0.975226019824344	0.101896580891223	0.45575843089723	"Brap"	"BRCA1 associated protein"
"ENSMUSG00000029461"	0.0372651695469777	0.909793047604989	0.0413157351847758	0.999744995548852	-0.037390518495848	0.939463041728211	-0.0167435993957688	0.921401081736655	"Fam168a"	"family with sequence similarity 168, member A"
"ENSMUSG00000029462"	-0.0373105746842573	0.914712234621975	0.0486504234484823	0.999744995548852	-0.0227264169189199	0.971197567880931	0.0499684664699093	0.726527845960982	"Vps29"	"vacuolar protein sorting 29 (S. pombe)"
"ENSMUSG00000029463"	0.139205106824823	0.84324197008954	0.162645568074647	0.999744995548852	-0.094841871560682	0.939463041728211	-0.158674926654547	0.635957129244559	"Fam216a"	"family with sequence similarity 216, member A"
"ENSMUSG00000029464"	-0.142288587431594	0.783466909467244	-0.0812843431444197	0.999744995548852	0.0398817014045686	0.973459064834346	-0.101196535291272	0.723823129522467	"Gpn3"	"GPN-loop GTPase 3"
"ENSMUSG00000029465"	-0.108323551096864	0.68592314207062	0.0220400188927235	0.999744995548852	0.00848922421380825	0.99198251926124	-0.0752561512351882	0.653969327707188	"Arpc3"	"actin related protein 2/3 complex, subunit 3"
"ENSMUSG00000029466"	0.0461975988090551	0.921711349213291	0.0475793716292147	0.999744995548852	-0.05370152397423	0.933474489101274	0.0714101404916664	0.707929848512675	"Anapc7"	"anaphase promoting complex subunit 7"
"ENSMUSG00000029467"	-0.0151515706605678	0.960413658955418	-0.0322184643619955	0.999744995548852	-0.106076016605611	0.322180340221291	-0.177421294233031	0.00448974722463497	"Atp2a2"	"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"
"ENSMUSG00000029468"	-0.145868792676834	0.842315507147054	-0.315890990994684	0.999744995548852	0.203286622414222	0.713020213281031	0.237938299271313	0.37927725930058	"P2rx7"	"purinergic receptor P2X, ligand-gated ion channel, 7"
"ENSMUSG00000029469"	0.0296354230257082	0.956581549799952	0.103850137260167	0.999744995548852	-0.0740599867733021	0.901563478981687	-0.0589021434341015	0.804133232365213	"Ift81"	"intraflagellar transport 81"
"ENSMUSG00000029470"	-0.0346177453681386	0.968054378224179	-0.164332564969747	0.999744995548852	-0.0347890116820801	0.977421032238354	0.0594772177748673	0.863620849176824	"P2rx4"	"purinergic receptor P2X, ligand-gated ion channel 4"
"ENSMUSG00000029471"	0.0428583001820986	0.938256112265322	-0.0529006315370406	0.999744995548852	-0.172381228794783	0.444929373424941	-0.272445210578295	0.0296771655290667	"Camkk2"	"calcium/calmodulin-dependent protein kinase kinase 2, beta"
"ENSMUSG00000029472"	0.0592077128014074	0.834127246459644	0.0468294672110321	0.999744995548852	-0.0592462846483493	0.864106659990394	-0.0238773360607936	0.890210381419521	"Anapc5"	"anaphase-promoting complex subunit 5"
"ENSMUSG00000029474"	0.043730087308818	0.928140662089859	0.0533733385742204	0.999744995548852	-0.091474518977696	0.817755990453471	0.10604815386354	0.505532088324996	"Rnf34"	"ring finger protein 34"
"ENSMUSG00000029475"	0.0227945175981232	0.98098939937444	0.032883474568624	0.999744995548852	-0.0263940848666029	0.986278793154438	-0.00173980348164696	0.996619811046718	"Kdm2b"	"lysine (K)-specific demethylase 2B"
"ENSMUSG00000029478"	0.145099539398466	0.622482778845798	-0.088590002794186	0.999744995548852	0.124603746378891	0.706197848914374	0.18517082864372	0.181148911404536	"Ncor2"	"nuclear receptor co-repressor 2"
"ENSMUSG00000029480"	0.118811950578225	0.828239282937379	-0.124068386774342	0.999744995548852	0.0717151498213792	0.94280746102496	0.12080627768688	0.6604580188017	"Dhx37"	"DEAH (Asp-Glu-Ala-His) box polypeptide 37"
"ENSMUSG00000029482"	-0.045257517520564	0.936447466221957	0.0108337093764907	0.999744995548852	0.221916149289879	0.201311325302457	0.266213769666937	0.0591532871029024	"Aacs"	"acetoacetyl-CoA synthetase"
"ENSMUSG00000029484"	-0.297258748203465	0.621182221573704	0.156319678082321	0.999744995548852	0.583868611006791	0.00634313344141981	0.640891468818723	0.00237181753092974	"Anxa3"	"annexin A3"
"ENSMUSG00000029486"	-0.0754724869784928	0.914712234621975	0.0271869979568162	0.999744995548852	-0.0364119436105924	0.977421032238354	0.019634076223089	0.960544526815677	"Mrpl1"	"mitochondrial ribosomal protein L1"
"ENSMUSG00000029490"	-0.592480239579873	0.805480190881889	-0.138475959034	0.999744995548852	0.0964905131588875	0.986131136184366	0.443493296899718	0.636876072222776	"Mfsd7a"	"major facilitator superfamily domain containing 7A"
"ENSMUSG00000029499"	-0.0353644070529183	0.989933434323509	0.330256517890536	0.999744995548852	-0.0980689335705996	0.975226019824344	-0.117640499625526	0.88717598282881	"Pxmp2"	"peroxisomal membrane protein 2"
"ENSMUSG00000029500"	-0.0138276069914022	0.992317393039016	0.0339072820629942	0.999744995548852	-0.0358422109813024	0.980883057955766	-0.0342308464229698	0.934860775344268	"Pgam5"	"phosphoglycerate mutase family member 5"
"ENSMUSG00000029501"	-0.00228310709580781	0.997910809772727	0.00164054661206355	0.999744995548852	-0.0585200365107389	0.927889454548654	-0.0174690135096939	0.945746822815934	"Ankle2"	"ankyrin repeat and LEM domain containing 2"
"ENSMUSG00000029502"	0.0443823256130874	0.902523342370602	-0.0486229409792743	0.999744995548852	-0.0354220123248578	0.943537646700459	-0.0281887217758672	0.874147554909458	"Golga3"	"golgi autoantigen, golgin subfamily a, 3"
"ENSMUSG00000029504"	-0.0134390806659469	0.989478459044317	-0.0557818603933929	0.999744995548852	0.142628032847066	0.723477709477397	-0.0739760782665763	0.791186168039239	"Ddx51"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 51"
"ENSMUSG00000029505"	0.19765332829209	0.425664875063096	-0.0359000268216135	0.999744995548852	0.156127405550606	0.54299634613585	0.0546795357589746	0.812757710664005	"Ep400"	"E1A binding protein p400"
"ENSMUSG00000029507"	0.171942534819279	0.863935946722679	-0.136064301851975	0.999744995548852	-0.0834689843215295	0.963728522693927	0.0412630475543041	0.945927718827899	"Pus1"	"pseudouridine synthase 1"
"ENSMUSG00000029510"	0.0426784926406925	0.98098939937444	0.0259322144689816	0.999744995548852	-0.0856808667114136	0.973263198189849	-0.0101794458434412	0.990987171767169	"Gpc2"	"glypican 2 (cerebroglycan)"
"ENSMUSG00000029512"	0.0261933910774861	0.94980784705222	-0.0526094157128149	0.999744995548852	0.0561177122318662	0.907677731424526	0.0315296185588806	0.871790963358088	"Ulk1"	"unc-51 like kinase 1"
"ENSMUSG00000029513"	0.0143440266894242	0.99335736440111	0.0838861897888741	0.999744995548852	-0.138542454653403	0.917966613030248	0.0499460521167093	0.922923202393852	"Prkab1"	"protein kinase, AMP-activated, beta 1 non-catalytic subunit"
"ENSMUSG00000029516"	0.00828242363546557	0.991577392684209	-0.0285401688127836	0.999744995548852	-0.0376281774665765	0.958598206231255	-0.0483896925764276	0.807761881732733	"Cit"	"citron"
"ENSMUSG00000029518"	0.0258285087215121	0.950159885207402	0.0017976734616163	0.999744995548852	-0.0858909903989164	0.793383268873419	0.0162724675159824	0.939883581959987	"Rab35"	"RAB35, member RAS oncogene family"
"ENSMUSG00000029521"	-0.302519816390132	0.875576427232872	0.179081294338296	0.999744995548852	0.291509451180697	0.907836076450328	-0.223649367671808	0.849877473609576	"Chek2"	"checkpoint kinase 2"
"ENSMUSG00000029524"	0.010019444690645	0.994177081781964	0.0980648494082283	0.999744995548852	0.0279552890891426	0.985145075950346	0.0267388493286223	0.948392540790283	"Sirt4"	"sirtuin 4"
"ENSMUSG00000029528"	0.0746462967343569	0.881776658745086	-0.0810619019022883	0.999744995548852	0.188968006642723	0.334305398437967	0.167571753792343	0.290127857945648	"Pxn"	"paxillin"
"ENSMUSG00000029534"	0.011046185256776	0.994177081781964	0.168274362944125	0.999744995548852	0.116691879271392	0.907677731424526	-0.113545182227956	0.76365750836303	"St7"	"suppression of tumorigenicity 7"
"ENSMUSG00000029535"	0.00992005438952163	0.994177081781964	-0.0720447072651722	0.999744995548852	-0.127065123514851	0.881309274854497	0.00568378663716738	0.990987171767169	"Triap1"	"TP53 regulated inhibitor of apoptosis 1"
"ENSMUSG00000029536"	-0.026278217280156	0.964553052604877	0.102192501444938	0.999744995548852	0.0129611755213404	0.991178788708864	0.0234553181620359	0.936910862582412	"Gatc"	"glutamyl-tRNA(Gln) amidotransferase, subunit C"
"ENSMUSG00000029538"	0.0235638796307275	0.971274137987156	-0.0826729035331203	0.999744995548852	0.00250643334001986	0.99834401144297	0.0207356791963783	0.947713443062982	"Srsf9"	"serine/arginine-rich splicing factor 9"
"ENSMUSG00000029544"	-0.148586163396692	0.592469592469359	-0.100680015708003	0.999744995548852	-0.118153992582407	0.713020213281031	0.0763096103624916	0.696219720282874	"Cabp1"	"calcium binding protein 1"
"ENSMUSG00000029545"	-0.0526521963158526	0.968054378224179	-0.0618447565963244	0.999744995548852	0.123559522949162	0.941810603470407	0.236878634472391	0.555760384255612	"Acads"	"acyl-Coenzyme A dehydrogenase, short chain"
"ENSMUSG00000029547"	0.114092255821419	0.695723957621876	-0.0541001160638989	0.999744995548852	0.12563654087286	0.616328978190341	0.131071057128761	0.345408659037977	"Ints1"	"integrator complex subunit 1"
"ENSMUSG00000029550"	0.0991154452298001	0.806784172042223	0.0232731724235871	0.999744995548852	0.0400629352775787	0.962799322637464	0.000583126478910149	0.997780059734764	"Sppl3"	"signal peptide peptidase 3"
"ENSMUSG00000029551"	-0.285569617836568	0.74878745850118	-0.0344932776808732	0.999744995548852	0.113255371469385	0.953313430747184	0.0286533866940905	0.969520293688998	"Psmg3"	"proteasome (prosome, macropain) assembly chaperone 3"
"ENSMUSG00000029552"	0.0631751646136246	0.972927740505987	0.0519949747533079	0.999744995548852	0.394293311255701	0.713020213281031	-0.147313592687714	0.85097737591884	"Tes"	"testis derived transcript"
"ENSMUSG00000029554"	-0.120889071550654	0.797201437092724	0.157435668201566	0.999744995548852	0.18108706916753	0.588785286864269	0.105877142164713	0.675306722930239	"Mad1l1"	"MAD1 mitotic arrest deficient 1-like 1"
"ENSMUSG00000029557"	-0.0517365117475616	0.957192310717421	0.108210804649262	0.999744995548852	-0.0603244320621793	0.971197567880931	0.133338923565108	0.745201545444669	"Ftsj2"	"FtsJ homolog 2 (E. coli)"
"ENSMUSG00000029559"	0.02759768574603	0.946806924712614	-0.0688775336946565	0.999744995548852	-0.126599369412993	0.488080015016869	0.0805198563450238	0.591491307509149	"2210016L21Rik"	"RIKEN cDNA 2210016L21 gene"
"ENSMUSG00000029560"	-0.0468287153820902	0.950981455727048	0.0416442498622382	0.999744995548852	0.199661843039845	0.651333797572346	0.0498295520203521	0.897537188628016	"Snx8"	"sorting nexin 8"
"ENSMUSG00000029561"	-0.360881361472948	0.785609064342791	0.14984542243714	0.999744995548852	1.26830357693936	0.00040762508924176	0.809863920560974	0.0449227386511454	"Oasl2"	"2'-5' oligoadenylate synthetase-like 2"
"ENSMUSG00000029563"	0.169633529815196	0.644157989962529	0.00392998916653022	0.999744995548852	0.0316467653074766	0.977421032238354	-0.205476051046213	0.310232340748225	"Foxp2"	"forkhead box P2"
"ENSMUSG00000029569"	-0.0725733883139174	0.893163095712982	-0.0434976414975295	0.999744995548852	-0.083728796353876	0.880050437146521	-0.140596332092924	0.488279875812354	"Tmem168"	"transmembrane protein 168"
"ENSMUSG00000029570"	0.073103631400729	0.935041400837555	-0.000631579559600952	0.999907589514652	0.152533038601519	0.868766304410362	0.116633704326465	0.741074348211183	"Lfng"	"LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"ENSMUSG00000029571"	0.0290603340368724	0.947471891101369	0.0372937788582902	0.999744995548852	-0.0677243442387208	0.883651929680992	-0.122954491889651	0.352473370910197	"Tmem106b"	"transmembrane protein 106B"
"ENSMUSG00000029575"	0.0304801274928331	0.959245528979999	-0.0668988249820503	0.999744995548852	-0.00616204198109222	0.995346240596686	0.204740328959737	0.219886751341399	"Mmab"	"methylmalonic aciduria (cobalamin deficiency) type B homolog (human)"
"ENSMUSG00000029576"	0.316340212248586	0.238838692885335	-0.0206670066105535	0.999744995548852	0.127218972169782	0.834797350080507	0.00827699191326362	0.983695958584108	"Radil"	"Ras association and DIL domains"
"ENSMUSG00000029577"	-0.0143280845681812	0.973889269788222	-0.0249495339287014	0.999744995548852	-0.0884119595567513	0.699263670531539	-0.059421493652396	0.67064147697278	"Ube3b"	"ubiquitin protein ligase E3B"
