"Genes"	"logFC: 6M WT vs 2M WT"	"FDR: 6M WT vs 2M WT"	"logFC: 18M WT vs 6M WT"	"FDR: 18M WT vs 6M WT"	"logFC: 24M WT vs 18M WT"	"FDR: 24M WT vs 18M WT"	"logFC: 24M WT vs 2M WT"	"FDR: 24M WT vs 2M WT"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000031517"	0.0901495309091481	0.23492444687521	0.0530564782886043	0.80202144659625	0.0271044591768022	0.85287659082356	0.170310468374555	0.00330698507818187	"Gpm6a"	"glycoprotein m6a"
"ENSMUSG00000031519"	0.925848751499464	0.220454154562796	-0.374478616651839	0.889004899890626	-0.0664125150516688	0.97198519627604	0.484957619795956	0.525268103756302	"Asb5"	"ankyrin repeat and SOCs box-containing 5"
"ENSMUSG00000031520"	0.186348777312274	0.765059161813197	-0.61276668817593	0.372341054198747	0.813002995388943	0.0721080782716723	0.386585084525288	0.390042710080989	"Vegfc"	"vascular endothelial growth factor C"
"ENSMUSG00000031521"	0.354961946290061	0.159864468820357	0.0346067158455576	0.976936896639672	-0.260728446774435	0.492068425216896	0.128840215361183	0.650006537139464	"Aga"	"aspartylglucosaminidase"
"ENSMUSG00000031523"	-0.0344325208071922	0.874361725732967	-0.0510927650244988	0.918354225835009	0.172163617027606	0.332816591029759	0.0866383311959147	0.55652693877263	"Dlc1"	"deleted in liver cancer 1"
"ENSMUSG00000031527"	0.140941179043834	0.654806601515907	-0.138762454664117	0.853145258838622	0.243791826351871	0.473756999878415	0.245970550731588	0.287250896873301	"Eri1"	"exoribonuclease 1"
"ENSMUSG00000031529"	-0.183608543735833	0.0915033499839003	0.0100460974451902	0.983384673852713	-0.123396357701727	0.429739001104611	-0.29695880399237	0.000841419009212446	"Tnks"	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase"
"ENSMUSG00000031530"	0.43576305746274	0.257137504516471	-0.466624211288664	0.515673300219261	0.152891856309781	0.82526471199682	0.122030702483857	0.782022646419841	"Dusp4"	"dual specificity phosphatase 4"
"ENSMUSG00000031532"	0.0815019186624836	0.342565512475814	-0.0362413909495853	0.894394073537987	0.0470009729999793	0.725956246452856	0.0922615007128777	0.207188872567934	"Saraf"	"store-operated calcium entry-associated regulatory factor"
"ENSMUSG00000031533"	0.0354884038073084	0.890048565239797	-0.0886089589919948	0.861389319222942	0.100758853143086	0.708974020424922	0.0476382979583993	0.814348368249678	"Mrps31"	"mitochondrial ribosomal protein S31"
"ENSMUSG00000031534"	-0.151537133907564	0.492783623785407	0.0870072103343159	0.889004899890626	-0.0282987686636748	0.947516832852487	-0.0928286922369226	0.663484667202329	"Smim19"	"small integral membrane protein 19"
"ENSMUSG00000031536"	0.166659256830419	0.23076752558598	-0.00661365601353681	0.991374436403724	-0.0166707773542766	0.958492663942061	0.143374823462605	0.274857099236465	"Polb"	"polymerase (DNA directed), beta"
"ENSMUSG00000031537"	0.060343171564479	0.693830737346433	-0.0721805615419249	0.831672738284725	0.0754195074083596	0.681920751739243	0.0635821174309138	0.611753296726695	"Ikbkb"	"inhibitor of kappaB kinase beta"
"ENSMUSG00000031538"	0.523534430170758	2.23838115839887e-05	-0.121523144511085	0.794653152544178	0.0966061236710238	0.732908707721145	0.498617409330696	4.24616632770124e-05	"Plat"	"plasminogen activator, tissue"
"ENSMUSG00000031539"	-0.200824814844317	0.00779758087658497	-0.00529798624467686	0.98926298020821	-0.00931402108731031	0.963260951822656	-0.215436822176304	0.00207340922465371	"Ap3m2"	"adaptor-related protein complex 3, mu 2 subunit"
"ENSMUSG00000031540"	-0.0831530200880869	0.54364641215419	0.040619285313974	0.921736155322907	-0.0161714866446545	0.949004478370618	-0.0587052214187674	0.638471896110226	"Kat6a"	"K(lysine) acetyltransferase 6A"
"ENSMUSG00000031543"	-0.228773783603472	0.00754569511559011	-0.0142653728637315	0.971841369992084	-0.00632796452998469	0.981076575603587	-0.249367120997188	0.00175980233837177	"Ank1"	"ankyrin 1, erythroid"
"ENSMUSG00000031545"	0.0260932643556051	0.842704357740862	0.00615516500122202	0.987232004971646	0.0543700968404778	0.707815623929311	0.086618526197305	0.298245481560082	"Agpat6"	"1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)"
"ENSMUSG00000031546"	0.0799939876132038	0.76884099118664	-0.0852379249619972	0.894318522472024	0.284626364706395	0.231542220681236	0.279382427357602	0.110880779980519	"Gins4"	"GINS complex subunit 4 (Sld5 homolog)"
"ENSMUSG00000031548"	0.148503096505051	0.628756331223631	-0.142889219796088	0.847263915146947	-0.256568300321679	0.423330546935517	-0.250954423612716	0.255038694115999	"Sfrp1"	"secreted frizzled-related protein 1"
"ENSMUSG00000031549"	-0.141450120078244	0.876329723220001	0.168393243884837	0.944066246090858	0.0869644220154308	0.948192661367876	0.113907545822024	0.88415536363795	"Ido2"	"indoleamine 2,3-dioxygenase 2"
"ENSMUSG00000031551"	-0.0270729537841612	0.971695005836504	0.213329764256787	0.887733845657328	-0.00985110973324211	0.994333698291848	0.176405700739384	0.743626648486826	"Ido1"	"indoleamine 2,3-dioxygenase 1"
"ENSMUSG00000031552"	0.564102449422525	0.497510470464271	0.734165296182276	0.716755012047441	-1.01903956768898	0.329493124907717	0.279228177915823	0.730860412328142	"Adam18"	"a disintegrin and metallopeptidase domain 18"
"ENSMUSG00000031555"	0.139101554724714	0.208994207574973	-0.0441544027209584	0.91412747517969	-0.0490461623438996	0.811434724112476	0.0459009896598559	0.716888010963479	"Adam9"	"a disintegrin and metallopeptidase domain 9 (meltrin gamma)"
"ENSMUSG00000031556"	0.140039422889232	0.287741758786705	-0.0319542203829573	0.95073793906337	0.0147605869246346	0.959039749377543	0.122845789430909	0.310343876322353	"Tm2d2"	"TM2 domain containing 2"
"ENSMUSG00000031557"	-0.0715469481594193	0.763636652960978	-0.105240722664417	0.829748169514366	-0.187537305765286	0.377837188144601	-0.364324976589123	0.00476725830326497	"Plekha2"	"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2"
"ENSMUSG00000031558"	-0.0433352829770767	0.86880423330189	0.361147216876655	0.0884736422335225	-0.078299976473679	0.803736938113468	0.2395119574259	0.107517047302968	"Slit2"	"slit homolog 2 (Drosophila)"
"ENSMUSG00000031561"	-0.300899336186783	0.0105571942134574	0.243860216296113	0.228043193049153	-0.168417205274024	0.352618877324699	-0.225456325164694	0.0540772089947099	"Tenm3"	"teneurin transmembrane protein 3"
"ENSMUSG00000031562"	-0.0678028907939457	0.847094591574981	0.43899694601671	0.196932446427795	-0.119674263713028	0.801827420726988	0.251519791509736	0.283412966022177	"Dctd"	"dCMP deaminase"
"ENSMUSG00000031563"	0.00764543950039326	0.967990276388421	0.133623017226616	0.519571964608875	-0.0403505396043219	0.853105187141548	0.100917917122687	0.335642975211372	"Wwc2"	"WW, C2 and coiled-coil domain containing 2"
"ENSMUSG00000031565"	0.0921276135105719	0.397018538812284	-0.0875666202466888	0.713715525106598	-0.10955689269994	0.401957228312232	-0.104995899436056	0.247124488223498	"Fgfr1"	"fibroblast growth factor receptor 1"
"ENSMUSG00000031568"	-0.0819581733832119	0.603641526218646	0.205041049322051	0.309037281599109	-0.0972150783624377	0.632330194137473	0.0258677975764009	0.880265936835633	"Rwdd4a"	"RWD domain containing 4A"
"ENSMUSG00000031570"	0.153400290190105	0.423108547495831	0.119667018984175	0.816986685974158	0.154094681564948	0.564628384628675	0.427161990739228	0.00209506067894911	"Ppapdc1b"	"phosphatidic acid phosphatase type 2 domain containing 1B"
"ENSMUSG00000031574"	-0.0784307425159927	0.830893145462838	-0.137020967020468	0.849239097263756	0.297367664851306	0.3607894489635	0.0819159553148461	0.790511165869815	"Star"	"steroidogenic acute regulatory protein"
"ENSMUSG00000031575"	0.0861389679202841	0.467367490064978	0.0341692487505166	0.933120263366144	0.0745984562361442	0.662475224853822	0.194906672906945	0.0275328961207313	"Ash2l"	"ash2 (absent, small, or homeotic)-like (Drosophila)"
"ENSMUSG00000031576"	0.020737116633829	0.975822369751095	-0.193970603004508	0.876781689006398	0.174502575131599	0.807133916235502	0.00126908876092056	0.998216255395636	"Kcnu1"	"potassium channel, subfamily U, member 1"
"ENSMUSG00000031577"	-0.0508603369588169	0.856654885961126	0.0362568124012325	0.962381330009815	-0.0637645414153881	0.862829382572344	-0.0783680659729724	0.708201697835399	"Tti2"	"TELO2 interacting protein 2"
"ENSMUSG00000031578"	0.104910087515154	0.58084728552613	-0.00239789718571939	0.995344579161193	0.0629295529835497	0.840005090221957	0.165441743312984	0.267541502704063	"Mak16"	"MAK16 homolog (S. cerevisiae)"
"ENSMUSG00000031583"	-0.0430603910989944	0.863266597262891	0.00828400760137586	0.990439073066745	-0.0202421288586046	0.955664350735729	-0.0550185123562231	0.778088077968105	"Wrn"	"Werner syndrome ATP-dependent helicase homolog"
"ENSMUSG00000031584"	-0.0238021994291658	0.923950858452492	-0.0622515266829107	0.907463490170049	0.011927108961005	0.973742213934104	-0.0741266171510715	0.65238904070987	"Gsr"	"glutathione reductase"
"ENSMUSG00000031585"	0.185238837221671	0.583046412846705	-0.235776710200561	0.727133871822591	0.271517422985099	0.474400998324054	0.22097955000621	0.416910805343327	"Gtf2e2"	"general transcription factor II E, polypeptide 2 (beta subunit)"
"ENSMUSG00000031586"	0.308644639323909	0.432597401857688	-0.00329046119629378	0.997852013525052	-0.195046049605121	0.748983205876012	0.110308128522494	0.792189729311876	"Rbpms"	"RNA binding protein gene with multiple splicing"
"ENSMUSG00000031590"	0.163887473053219	0.357870963860798	0.074133462607231	0.902548722426273	-0.0053207677777082	0.990890935424824	0.232700167882742	0.122518857465032	"Frg1"	"FSHD region gene 1"
"ENSMUSG00000031591"	0.081597692198415	0.520658111322582	-0.0630466468084415	0.848676194515429	-0.0125765367107463	0.958657092563396	0.00597450867922731	0.970970697239354	"Asah1"	"N-acylsphingosine amidohydrolase 1"
"ENSMUSG00000031592"	-0.17467972362325	0.0357266038299568	-0.00819027957917717	0.983384673852713	-0.0185725992906236	0.925750645694861	-0.201442602493051	0.00707586087959237	"Pcm1"	"pericentriolar material 1"
"ENSMUSG00000031595"	0.449160868202187	0.559322999091681	0.663625795054986	0.694797403229111	-0.379958558051987	0.776981335029451	0.732828105205186	0.237787688914116	"Pdgfrl"	"platelet-derived growth factor receptor-like"
"ENSMUSG00000031596"	0.351944181832587	0.0596666054642474	0.0389929597349944	0.964405945084921	-0.0258986680879963	0.955664350735729	0.365038473479585	0.0315917768891886	"Slc7a2"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
"ENSMUSG00000031600"	0.0312478434311561	0.816267065369706	-0.00360071467164902	0.992187896957275	0.0208582101659429	0.913380290759193	0.04850533892545	0.625179018234083	"Vps37a"	"vacuolar protein sorting 37A (yeast)"
"ENSMUSG00000031601"	0.0568637870553736	0.648424765206861	-0.00684007711044386	0.987232004971646	0.0262413958965198	0.896689277805441	0.0762651058414495	0.432018545423652	"Cnot7"	"CCR4-NOT transcription complex, subunit 7"
"ENSMUSG00000031604"	0.214536502553508	0.0424548380280933	0.141817238505601	0.54891667641866	0.108908736769433	0.53038187787482	0.465262477828542	5.57068777679698e-08	"Msmo1"	"methylsterol monoxygenase 1"
"ENSMUSG00000031605"	0.18323637826071	0.01560807397133	-0.089417961052525	0.658024712183418	0.0672835298844971	0.618216307935159	0.161101947092682	0.0268478284404951	"Klhl2"	"kelch-like 2, Mayven"
"ENSMUSG00000031608"	-0.0716252919201584	0.81707898464781	-0.0330021452934181	0.968855270831755	0.0577256758399759	0.894068918210766	-0.0469017613736006	0.863728570036341	"Galnt7"	"UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7"
"ENSMUSG00000031609"	0.179429278012326	0.734025275137696	-0.0267069533185952	0.987293746484533	0.354602286100928	0.556582624422965	0.507324610794658	0.165192933654761	"Sap30"	"sin3 associated polypeptide"
"ENSMUSG00000031610"	0.449429045417761	0.00502116987095043	0.0324311434197106	0.968995869478505	-0.0686709040010069	0.868865354566276	0.413189284836465	0.00862896029837629	"Scrg1"	"scrapie responsive gene 1"
"ENSMUSG00000031613"	0.495525094035375	0.124046896951688	0.000729301878928973	0.999576868041719	-0.0358351322836335	0.965288504371642	0.46041926363067	0.126685985609782	"Hpgd"	"hydroxyprostaglandin dehydrogenase 15 (NAD)"
"ENSMUSG00000031616"	0.514690315276069	0.240508958405319	-0.121050563086707	0.947162448272548	0.183022233457709	0.828125946368075	0.576661985647071	0.134953073350385	"Ednra"	"endothelin receptor type A"
"ENSMUSG00000031617"	0.0663163164116351	0.710861896364555	-0.0303835001559722	0.953363819358066	0.0709664933263427	0.748738333277106	0.106899309582006	0.407627978303027	"Tmem184c"	"transmembrane protein 184C"
"ENSMUSG00000031618"	-0.145883578907708	0.249374176586197	0.0160526970866271	0.975448584986872	-0.0814810729945626	0.677487196829576	-0.211311954815644	0.040241448659735	"Nr3c2"	"nuclear receptor subfamily 3, group C, member 2"
"ENSMUSG00000031622"	-0.0520205797662089	0.715133978367716	0.0177443958502106	0.965649878418023	0.114554120790924	0.41901244886804	0.080277936874926	0.447776101158294	"Sin3b"	"transcriptional regulator, SIN3B (yeast)"
"ENSMUSG00000031626"	-0.103836478509379	0.411598679710597	0.083142132638845	0.793723235268364	0.0630938758623049	0.740765356454462	0.0423995299917713	0.74717930886757	"Sorbs2"	"sorbin and SH3 domain containing 2"
"ENSMUSG00000031627"	0.0916215004465618	0.752194429107376	-0.147354598614844	0.794614206443527	0.0783202861980002	0.841718901004473	0.0225871880297176	0.93617153135427	"Irf2"	"interferon regulatory factor 2"
"ENSMUSG00000031628"	0.286951842642768	0.389002954854419	0.175619189172407	0.861218265203861	0.06321393450005	0.928309474620813	0.525784966315225	0.0467402712328011	"Casp3"	"caspase 3"
"ENSMUSG00000031629"	0.461015611283159	0.391203075009686	0.151405355774237	0.946544904690619	-0.432965655994039	0.581272151147202	0.179455311063357	0.748834939882586	"Cenpu"	"centromere protein U"
"ENSMUSG00000031631"	-0.240282539042425	0.0137179989070253	0.0142525748223795	0.976026413383446	-0.129387784305546	0.384991765597247	-0.355417748525591	3.01730490160492e-05	"Cfap97"	"cilia and flagella associated protein 97"
"ENSMUSG00000031633"	0.0431438530682843	0.6161351396199	-0.00495532088184803	0.987035485138773	-0.0190070714767244	0.893292788821623	0.0191814607097119	0.817647089610775	"Slc25a4"	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4"
"ENSMUSG00000031634"	-0.128630269296189	0.291791589913951	0.0230527804322058	0.962381330009815	-0.0388838417775399	0.869401535350968	-0.144461330641523	0.181279102672531	"Ufsp2"	"UFM1-specific peptidase 2"
"ENSMUSG00000031636"	-0.308628133789207	0.620150042937716	0.318846757024266	0.829748169514366	-0.37059907107777	0.62982642509346	-0.360380447842712	0.487787705023953	"Pdlim3"	"PDZ and LIM domain 3"
"ENSMUSG00000031639"	0.196930320499131	0.321716910073189	-0.228985819030409	0.528795694874643	-0.00553470965060604	0.990890935424824	-0.0375902081818842	0.876818514395705	"Tlr3"	"toll-like receptor 3"
"ENSMUSG00000031641"	-0.154403024032181	0.525208709855963	0.0656347984691293	0.933120263366144	-0.129354408525023	0.699538812176803	-0.218122634088074	0.264186005908296	"Cbr4"	"carbonyl reductase 4"
"ENSMUSG00000031642"	-0.0502822863025517	0.786604488343803	-0.0567499357686423	0.897810163611555	0.00268198840440404	0.994122092876059	-0.10435023366679	0.416015487558857	"Sh3rf1"	"SH3 domain containing ring finger 1"
"ENSMUSG00000031644"	0.0415435208696219	0.819015014545529	-0.0127695381257997	0.981859147561497	0.109622867528009	0.53009545342918	0.138396850271832	0.217965529606933	"Nek1"	"NIMA (never in mitosis gene a)-related expressed kinase 1"
"ENSMUSG00000031647"	0.0664785250279368	0.740680879121876	-0.00445829380124676	0.993608356708998	0.0483682191522992	0.866229645612355	0.110388450378989	0.439255814474371	"Mfap3l"	"microfibrillar-associated protein 3-like"
"ENSMUSG00000031652"	-0.0260084361144489	0.863174754530352	-0.0892989348437096	0.691825239050543	0.0594170423986874	0.707815623929311	-0.0558903285594711	0.594846056456941	"N4bp1"	"NEDD4 binding protein 1"
"ENSMUSG00000031654"	0.0281650169849131	0.936926042294545	0.0535206840057701	0.950020526209361	0.0231456457653196	0.962363852396692	0.104831346756003	0.657174616846635	"Cbln1"	"cerebellin 1 precursor protein"
"ENSMUSG00000031657"	0.0468591166057747	0.801173763616526	0.123015070523541	0.684166243896518	0.0119402586185841	0.969078601805894	0.1818144457479	0.110070042852083	"Heatr3"	"HEAT repeat containing 3"
"ENSMUSG00000031659"	-0.121714677194325	0.600923059286057	0.266092785644942	0.434164419888848	-0.224169162308916	0.383485578949614	-0.0797910538582984	0.714758536537592	"Adcy7"	"adenylate cyclase 7"
"ENSMUSG00000031660"	0.0826102612214031	0.599288652705811	0.0134939924568187	0.981607712717095	-6.12703586239989e-05	0.999748690909569	0.0960429833195978	0.455559905226753	"Brd7"	"bromodomain containing 7"
"ENSMUSG00000031661"	0.444916407352396	0.0652905095316862	0.0687358256193758	0.950020526209361	0.136919616536882	0.779832313183617	0.650571849508654	0.00186326611665593	"Nkd1"	"naked cuticle 1 homolog (Drosophila)"
"ENSMUSG00000031662"	0.248515828074961	0.811693407423	-0.202902193115822	0.944121544929216	-0.205277856263438	0.884167379330125	-0.159664221304299	0.854321541445125	"Snx20"	"sorting nexin 20"
"ENSMUSG00000031665"	0.0171897044056936	0.958767045207264	0.14075859034982	0.792999561036058	-0.164574965406556	0.555481143759201	-0.00662667065104289	0.981537972135941	"Sall1"	"sal-like 1 (Drosophila)"
"ENSMUSG00000031666"	0.0149579610673569	0.934643624391753	-0.171595381824154	0.306357048114869	0.068169933125249	0.694706435777248	-0.0884674876315477	0.411662395760341	"Rbl2"	"retinoblastoma-like 2"
"ENSMUSG00000031667"	-0.0159503172237819	0.914441763670557	-0.142019723198482	0.289934985637314	0.130201628491907	0.209635330381123	-0.0277684119303568	0.795577850104675	"Aktip"	"thymoma viral proto-oncogene 1 interacting protein"
"ENSMUSG00000031668"	-0.140614500889897	0.293447528727805	-0.00720406667589257	0.989870664893209	-0.00575601295566269	0.988627594457414	-0.153574580521452	0.196148307790482	"Eif2ak3"	"eukaryotic translation initiation factor 2 alpha kinase 3"
"ENSMUSG00000031669"	-0.118648192665717	0.85052367528358	-0.368519847516802	0.685194249732514	0.244310996624865	0.701388743522153	-0.242857043557654	0.584743651407384	"Gins3"	"GINS complex subunit 3 (Psf3 homolog)"
"ENSMUSG00000031671"	-0.13304206709502	0.753609672970535	0.0572502101364531	0.963240345137602	0.0119104702804782	0.989275253412657	-0.0638813866780885	0.869686903981885	"Setd6"	"SET domain containing 6"
"ENSMUSG00000031672"	-0.115568416453407	0.198871227709706	0.0135586468561019	0.970783373206507	-0.0107203791440226	0.957801734454013	-0.112730148741328	0.16874370212679	"Got2"	"glutamatic-oxaloacetic transaminase 2, mitochondrial"
"ENSMUSG00000031673"	0.148527820290951	0.289918099124647	-0.12792887689572	0.685897969919872	0.204840068099953	0.198694615590127	0.225439011495184	0.047862753896698	"Cdh11"	"cadherin 11"
"ENSMUSG00000031681"	0.0640651406025714	0.798968117611729	0.00706987738755365	0.991994577812997	0.174533464336272	0.474537912812147	0.245668482326397	0.109468545724784	"Smad1"	"SMAD family member 1"
"ENSMUSG00000031683"	-0.0732229615790565	0.692676579832	0.0278349723502554	0.962381330009815	0.0390695078069803	0.894068918210766	-0.00631848142182076	0.977358867374661	"Lsm6"	"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
"ENSMUSG00000031684"	0.329072582752719	0.289861363327854	-0.250167506706243	0.743705963768474	-0.115577133381017	0.8388325543697	-0.0366720573345406	0.926403522940906	"Slc10a7"	"solute carrier family 10 (sodium/bile acid cotransporter family), member 7"
"ENSMUSG00000031691"	-0.00367248005134453	0.978381027676856	0.00629172056094924	0.985903050068528	0.0143033443569352	0.935766097707588	0.0169225848665399	0.869564238868567	"Tnpo2"	"transportin 2 (importin 3, karyopherin beta 2b)"
"ENSMUSG00000031696"	-0.040851406218652	0.757860153736805	0.00714797769754511	0.98679371781158	-0.0426907730371779	0.797978010013083	-0.0763942015582847	0.400294600659136	"Vps35"	"vacuolar protein sorting 35"
"ENSMUSG00000031697"	0.0220977124862223	0.929425118218829	0.182855177422779	0.544180541058125	-0.166057792736406	0.43932735136534	0.0388950971725961	0.840842865886484	"Orc6"	"origin recognition complex, subunit 6"
"ENSMUSG00000031698"	-0.36030185587122	0.366842687582624	-0.193639603959194	0.850829040031283	-0.0200335146365004	0.982365263714647	-0.573974974466915	0.0649578830820697	"Mylk3"	"myosin light chain kinase 3"
"ENSMUSG00000031700"	0.302406968959757	0.152233081196546	-0.111615174425354	0.876068168952202	0.0886333247398401	0.828294464112904	0.279425119274243	0.144453138201255	"Gpt2"	"glutamic pyruvate transaminase (alanine aminotransferase) 2"
"ENSMUSG00000031701"	0.0100936397261351	0.951712112894815	-0.0924321510350726	0.685194249732514	0.0493766289408952	0.768948121175069	-0.0329618823680423	0.773754967048652	"Dnaja2"	"DnaJ (Hsp40) homolog, subfamily A, member 2"
"ENSMUSG00000031703"	-0.115248869847231	0.181523386098236	-0.00163222661531681	0.995169031553669	-0.0752499642474366	0.547107635239102	-0.192131060709984	0.00497411913796925	"Itfg1"	"integrin alpha FG-GAP repeat containing 1"
"ENSMUSG00000031706"	-0.0543217884668065	0.817332879074728	-0.062880987291728	0.91109227895045	-0.00216133403288479	0.996516155049638	-0.119364109791419	0.455932168221642	"Rfx1"	"regulatory factor X, 1 (influences HLA class II expression)"
"ENSMUSG00000031708"	-0.0918249731882069	0.379335454848544	0.00177222785815802	0.995181563860034	0.0334678377757759	0.860865788018828	-0.056584907554273	0.578773501169025	"Tecr"	"trans-2,3-enoyl-CoA reductase"
"ENSMUSG00000031709"	-0.0294400952118523	0.842270026613684	0.0935843449946006	0.681732910298584	-0.089513739887831	0.518192580022952	-0.0253694901050827	0.834570490131505	"Tbc1d9"	"TBC1 domain family, member 9"
"ENSMUSG00000031711"	-0.0455863382570542	0.846476753244007	0.117374982098558	0.783893967729001	-0.137930315618459	0.551228016541257	-0.0661416717769548	0.715479228122482	"Zfp330"	"zinc finger protein 330"
"ENSMUSG00000031712"	0.925936356855891	0.116763635793136	-0.672386700927317	0.63299311811181	-0.161129730758139	0.894131153328317	0.0924199251704346	0.901014350205187	"Il15"	"interleukin 15"
"ENSMUSG00000031714"	0.349009733047434	0.00225075015572813	-0.202838661749185	0.422215405647315	0.0919750347418228	0.687565591323018	0.238146106040072	0.0438058247532377	"Gab1"	"growth factor receptor bound protein 2-associated protein 1"
"ENSMUSG00000031715"	-0.00604916182270048	0.978306928414341	0.0316857857521151	0.951473803804889	-0.0787152490071972	0.714255610161561	-0.0530786250777826	0.720917087182688	"Smarca5"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
"ENSMUSG00000031723"	0.0128561293847234	0.969760172805215	-0.123214004518681	0.829748169514366	0.0416418908238717	0.918222773221506	-0.0687159843100855	0.765207844930537	"Txnl4b"	"thioredoxin-like 4B"
"ENSMUSG00000031727"	-0.0477382781012373	0.969967733533079	0.0434640839469596	0.98926298020821	0.42382712841035	0.748738333277106	0.419552934256073	0.623641079184799	"Pmfbp1"	"polyamine modulated factor 1 binding protein 1"
"ENSMUSG00000031728"	0.219402592497	0.123733158891231	0.0526391490606632	0.925562053278121	-0.0814366754744418	0.759597229986544	0.190605066083222	0.159288675883823	"Zfp821"	"zinc finger protein 821"
"ENSMUSG00000031729"	0.0199987561601214	0.901273922598836	0.016851095058675	0.966898134942976	0.0273754017309392	0.896503021033733	0.0642252529497356	0.545298763303793	"Ist1"	"increased sodium tolerance 1 homolog (yeast)"
"ENSMUSG00000031730"	-0.152872097831359	0.451847757603573	0.184243024441257	0.634624154322299	-0.126914286799329	0.657530574798624	-0.0955433601894309	0.633618484569418	"Dhodh"	"dihydroorotate dehydrogenase"
"ENSMUSG00000031731"	-0.0538339228870266	0.745435481641351	-0.00440707808275337	0.992480247052471	0.0323866596927558	0.894068918210766	-0.0258543412770241	0.865032010843672	"Ap1g1"	"adaptor protein complex AP-1, gamma 1 subunit"
"ENSMUSG00000031732"	-0.174483779580609	0.0814043368225808	0.0488691443046024	0.892646252908177	0.0724099227617137	0.677345476591786	-0.0532047125142934	0.660667926674152	"Phlpp2"	"PH domain and leucine rich repeat protein phosphatase 2"
"ENSMUSG00000031734"	-0.0503349183426743	0.967866549100849	0.568759284481656	0.776503103245157	0.497040345753096	0.731441085589368	1.01546471189208	0.163971854891021	"Irx3"	"Iroquois related homeobox 3"
"ENSMUSG00000031736"	-0.260002439232064	0.786604488343803	-0.615601466768103	0.62185868301686	1.01903522740293	0.163249898260834	0.143431321402768	0.879522091448122	"Crnde"	""
"ENSMUSG00000031737"	-0.423546399866775	0.797140903584128	-0.220792232574226	0.961432527070148	0.642251889366174	0.731441085589368	-0.00208674307482665	0.998672657912095	"Irx5"	"Iroquois related homeobox 5 (Drosophila)"
"ENSMUSG00000031740"	0.922670415327743	0.0168778210979031	-0.379577043449483	0.759850278468338	0.188542491424719	0.835907574572266	0.731635863302978	0.05431860861059	"Mmp2"	"matrix metallopeptidase 2"
"ENSMUSG00000031748"	0.00372771129457934	0.971979217829322	-0.0190959362952155	0.940322618112956	0.0429683107904757	0.655406544028687	0.0276000857898395	0.68866591659657	"Gnao1"	"guanine nucleotide binding protein, alpha O"
"ENSMUSG00000031749"	0.0550045794213412	0.674553098526533	-0.0433816504086988	0.901795107684548	0.0975148822699812	0.480133861507461	0.109137811282624	0.235015452453955	"St3gal2"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
"ENSMUSG00000031750"	-0.0283124397973853	0.8840271751856	0.0463149847860981	0.916041883920508	0.0864956025606046	0.657530574798624	0.104498147549317	0.39281278152989	"Il34"	"interleukin 34"
"ENSMUSG00000031751"	-0.00884907461865532	0.956347907270546	0.00858742147070743	0.98304050565809	-0.0979140982827193	0.432644098585063	-0.0981757514306672	0.24988015972249	"Amfr"	"autocrine motility factor receptor"
"ENSMUSG00000031753"	0.0984399506930966	0.458453536466249	-0.144922499199373	0.50889192914822	0.062651434666283	0.749146652972214	0.0161688861600063	0.917961767372273	"Cog4"	"component of oligomeric golgi complex 4"
"ENSMUSG00000031754"	-0.0760277783764991	0.798968117611729	0.0409635799569954	0.962381330009815	-0.0676237929128769	0.869870378075995	-0.102687991332381	0.650772632943033	"Nudt21"	"nudix (nucleoside diphosphate linked moiety X)-type motif 21"
"ENSMUSG00000031755"	-0.306823080642833	0.00190961866127061	0.0210650807684955	0.965200777943271	0.014477193556389	0.957355002228256	-0.271280806317949	0.00651862229023536	"Bbs2"	"Bardet-Biedl syndrome 2 (human)"
"ENSMUSG00000031756"	-0.257982366552377	0.745692702920863	-0.170042977940763	0.933120263366144	-0.0445748235280476	0.971749131787838	-0.472600168021188	0.390042710080989	"Cenpn"	"centromere protein N"
"ENSMUSG00000031758"	0.189893696458803	0.23849960009665	-0.23906817694532	0.362639913891312	0.100067910191579	0.69555714337316	0.0508934297050609	0.788675182829725	"Cdyl2"	"chromodomain protein, Y chromosome-like 2"
"ENSMUSG00000031760"	0.272977640585769	0.0610813131521633	-0.0629789616084841	0.91412747517969	0.00109992922863474	0.998015622449408	0.211098608205919	0.13175071951392	"Mt3"	"metallothionein 3"
"ENSMUSG00000031762"	0.337571343714315	0.362294745554925	0.523034961426087	0.364015256274105	-0.462888769839134	0.266279192306087	0.397717535301268	0.196228256467307	"Mt2"	"metallothionein 2"
