"Genes"	"logFC: 6M HET vs 2M HET"	"FDR: 6M HET vs 2M HET"	"logFC: 18M HET vs 6M HET"	"FDR: 18M HET vs 6M HET"	"logFC: 24M HET vs 18M HET"	"FDR: 24M HET vs 18M HET"	"logFC: 24M HET vs 2M HET"	"FDR: 24M HET vs 2M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000029821"	0.00326816992302246	0.992929911074048	-0.0353268032328557	0.935523145183581	-0.0563004717394422	0.788451766981639	-0.0883591050492755	0.554605636743009	"Dfna5"	"deafness, autosomal dominant 5 (human)"
"ENSMUSG00000029822"	-0.00100143783154558	0.997130536090583	-0.106872037713601	0.725995715193204	-0.0582926167784582	0.779475826016816	-0.166166092323604	0.206548776855128	"Osbpl3"	"oxysterol binding protein-like 3"
"ENSMUSG00000029823"	-0.160585528063817	0.193806686221705	0.173752179585428	0.230290417097942	0.0348717081723652	0.832394840373818	0.048038359693976	0.693713614798534	"Luc7l2"	"LUC7-like 2 (S. cerevisiae)"
"ENSMUSG00000029826"	-0.290058320290791	0.337351544108611	-0.418901357110587	0.108044961751819	-0.423426456394329	0.0303732587664286	-1.13238613379571	5.90818518766031e-13	"Zc3hav1"	"zinc finger CCCH type, antiviral 1"
"ENSMUSG00000029828"	-0.0658300619129794	0.962525710346358	0.504572671980036	0.686529459954455	-0.213619802099687	0.828936285682994	0.22512280796737	0.756781323238995	"4921507P07Rik"	"RIKEN cDNA 4921507P07 gene"
"ENSMUSG00000029832"	-0.13896494410647	0.751251215611622	-0.00197972769074529	0.997798363475107	-0.241968400136423	0.396679601073733	-0.382913071933638	0.0800762238299341	"Nfe2l3"	"nuclear factor, erythroid derived 2, like 3"
"ENSMUSG00000029833"	0.0962498277385107	0.597307454940557	0.0902482768974042	0.736708165649757	-0.102497272185765	0.50787875563835	0.0840008324501504	0.51053797393221	"Trim24"	"tripartite motif-containing 24"
"ENSMUSG00000029836"	-0.125423036219992	0.761684206861999	0.0993301500902994	0.872734227670499	0.0154559670328927	0.97124893887863	-0.0106369190968001	0.973433281516822	"Cbx3"	"chromobox 3"
"ENSMUSG00000029838"	0.199612691934079	0.0537754604206307	0.0463686044916934	0.863144113029157	0.19009612810394	0.0715012858977258	0.436077424529713	9.45853494922226e-09	"Ptn"	"pleiotrophin"
"ENSMUSG00000029840"	-0.0489961102313081	0.748455174309656	0.0832820854123914	0.629075151671953	0.122403754137182	0.200969508722803	0.156689729318266	0.0380843502116594	"Mtpn"	"myotrophin"
"ENSMUSG00000029843"	0.240251919557896	0.346756541572332	-0.424221447004627	0.0474966623195861	0.0301836117181066	0.925990318397722	-0.153785915728624	0.431314644206239	"Slc13a4"	"solute carrier family 13 (sodium/sulfate symporters), member 4"
"ENSMUSG00000029847"	-1.37221546566868	0.102646547595514	0.289885009681519	0.868425249185562	0.188221165177732	0.872428671064423	-0.894109290809432	0.276063842041607	"2010107G12Rik"	"RIKEN cDNA 2010107G12 gene"
"ENSMUSG00000029851"	1.05767753821438	0.0585309535522702	-0.495019094437113	0.685244888410982	0.427772196441253	0.585126091694151	0.990430640218523	0.0386845676907236	"Tcaf2"	"TRPM8 channel-associated factor 2"
"ENSMUSG00000029859"	0.0573107029730222	0.979605965545975	-0.0419602033875434	0.989686315691757	-0.3353497120089	0.77894784826433	-0.319999212423422	0.732310169794037	"Epha1"	"Eph receptor A1"
"ENSMUSG00000029860"	0.304952549080407	0.00199212424401732	-0.169300405537238	0.28577765993361	-0.084753937633161	0.545127471526031	0.0508982059100076	0.680558488984721	"Zyx"	"zyxin"
"ENSMUSG00000029861"	-0.0185623233382774	0.915447191764568	-0.0575557759880113	0.738624023472535	0.00574505121687659	0.967932883525177	-0.0703730481094121	0.371977763249644	"Fam131b"	"family with sequence similarity 131, member B"
"ENSMUSG00000029862"	-0.349977894735736	0.453663101614327	0.0374142922637517	0.974905817660769	-0.066643938878177	0.904787147894355	-0.379207541350161	0.250485907129299	"Clcn1"	"chloride channel 1"
"ENSMUSG00000029863"	0.104236572075808	0.70805253303131	-0.1026618330039	0.798723087295752	0.0242397420849782	0.934371831737875	0.0258144811568859	0.904324152757061	"Casp2"	"caspase 2"
"ENSMUSG00000029864"	0.126643291814885	0.742661689940015	-0.120926903385037	0.827960387742162	0.0651463787175504	0.856813613120053	0.0708627671473985	0.797311658616049	"Gstk1"	"glutathione S-transferase kappa 1"
"ENSMUSG00000029868"	0.078096036492681	0.86764463085043	0.28785151167798	0.479091770016052	0.148034059865363	0.691896431543296	0.513981608036024	0.0165164448242845	"Trpv6"	"transient receptor potential cation channel, subfamily V, member 6"
"ENSMUSG00000029869"	-0.033772005829452	0.885784621769968	0.150680292938097	0.404810258241873	0.0324425702023005	0.861328266163666	0.149350857310946	0.154430934600399	"Ephb6"	"Eph receptor B6"
"ENSMUSG00000029875"	-0.0465762522941644	0.884357384965561	0.150950705797604	0.612449804679403	0.0896512016213076	0.688127934341015	0.194025655124748	0.190899261208662	"Ccdc184"	"coiled-coil domain containing 184"
"ENSMUSG00000029878"	-0.0285907020737918	0.921249237830461	0.0737872168941508	0.819399320284014	0.100919698528248	0.553622147132033	0.146116213348607	0.245339709496295	"Dbpht2"	"DNA binding protein with his-thr domain"
"ENSMUSG00000029910"	-0.247746269887024	0.450783019915365	0.0595260186404718	0.935523145183581	0.160471606770439	0.628153539340188	-0.0277486444761133	0.932075771514328	"Mad2l1"	"MAD2 mitotic arrest deficient-like 1"
"ENSMUSG00000029911"	-0.138093103300159	0.708236463284934	0.113418728575489	0.837264140751048	-0.00459963635895915	0.990362184356428	-0.0292740110836288	0.920220470526103	"Ssbp1"	"single-stranded DNA binding protein 1"
"ENSMUSG00000029913"	0.0632244449098725	0.923702772629039	0.0125471325317649	0.991303442644367	-0.0387511953770197	0.943923654234277	0.0370203820646178	0.92477587573085	"Prdm5"	"PR domain containing 5"
"ENSMUSG00000029915"	-0.0282628192187049	0.979605965545975	-0.447288132826813	0.470520168757852	0.217229066393877	0.666491102313313	-0.258321885651641	0.539767246584812	"Clec5a"	"C-type lectin domain family 5, member a"
"ENSMUSG00000029916"	0.0356504625789069	0.931551041328729	0.0118712891075975	0.987665467842647	0.242501743127253	0.280902176878786	0.290023494813758	0.10534537354207	"Agk"	"acylglycerol kinase"
"ENSMUSG00000029917"	0.278704768978813	0.749212757504751	0.181547468523993	0.90585192286822	0.383537636043218	0.628184660813301	0.843789873546024	0.0891376473406065	"C130060K24Rik"	"RIKEN cDNA C130060K24 gene"
"ENSMUSG00000029918"	-0.126049282111332	0.814055277377444	-0.00263925159831883	0.997798363475107	0.128591895649527	0.756752223923504	-9.66380601235161e-05	0.999828936628861	"Mrps33"	"predicted gene 12540"
"ENSMUSG00000029919"	-0.0388375288424352	0.943441067976834	-0.268739401739641	0.514633199814964	-0.178237159799735	0.538643628083305	-0.485814090381811	0.0142383480778341	"Hpgds"	"hematopoietic prostaglandin D synthase"
"ENSMUSG00000029920"	0.146790938358811	0.348025270247965	0.0244459234908692	0.955713337259037	0.0236507433144792	0.911376716468874	0.194887605164159	0.076597898263207	"Smarcad1"	"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
"ENSMUSG00000029922"	0.0478867956517783	0.71606604043783	0.0188076317350441	0.940840554746205	0.045919864932566	0.678558839481838	0.112614292319388	0.117428628667585	"Mkrn1"	"makorin, ring finger protein, 1"
"ENSMUSG00000029924"	0.00058367511058534	0.99750230596151	0.0206491845131422	0.955713337259037	0.159468873493958	0.167922717403155	0.180701733117685	0.0543201786305672	"Slc37a3"	"solute carrier family 37 (glycerol-3-phosphate transporter), member 3"
"ENSMUSG00000029925"	0.234370490609358	0.754911867528474	-0.807336934690386	0.0800110900473792	-0.523426154242917	0.150736098655201	-1.09639259832394	0.000140521745509076	"Tbxas1"	"thromboxane A synthase 1, platelet"
"ENSMUSG00000029992"	-0.0614526702340423	0.671327651466285	0.0291781037363463	0.91195965025843	0.0246170209871272	0.865737017507841	-0.00765754551056871	0.948622816918476	"Gfpt1"	"glutamine fructose-6-phosphate transaminase 1"
"ENSMUSG00000029993"	-0.024989139741431	0.945235794869451	0.0909517983828042	0.823338943202257	-0.308998325523269	0.0572652181103974	-0.243035666881896	0.0894893905959542	"Nfu1"	"NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae)"
"ENSMUSG00000029994"	0.0313336405143843	0.967582622987588	-0.518190829895701	0.157297793736189	-0.379768355323607	0.180841943065044	-0.866625544704924	6.46236557910215e-05	"Anxa4"	"annexin A4"
"ENSMUSG00000029998"	-0.0573634928360227	0.712578334171761	0.0165713251796418	0.961429268520216	-0.130966843908762	0.191639816012024	-0.171759011565143	0.0302196043991951	"Pcyox1"	"prenylcysteine oxidase 1"
"ENSMUSG00000029999"	0.0926287054070933	0.659063592455227	-0.126508220432069	0.621756514080903	0.011463225577751	0.96160297468299	-0.0224162894472248	0.893620611203052	"Tgfa"	"transforming growth factor alpha"
"ENSMUSG00000030000"	-0.00305441253188965	0.991847717800287	0.0593393857069274	0.819969387591232	0.0169611705093815	0.925107108317586	0.0732461436844192	0.502046747268045	"Add2"	"adducin 2 (beta)"
"ENSMUSG00000030002"	0.12343057386369	0.433794614710463	-0.120763333481122	0.578844981943115	0.188857711285959	0.127246655367898	0.191524951668527	0.0634383431245463	"Dusp11"	"dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)"
"ENSMUSG00000030004"	-0.182535305330162	0.889083256165729	0.217785357997123	0.905933701732888	-0.368552397928831	0.672098577337652	-0.33330234526187	0.635513617300482	"Nat8"	"N-acetyltransferase 8 (GCN5-related, putative)"
"ENSMUSG00000030007"	-0.0980444672916884	0.39507264157731	-0.0208573462192338	0.940594368641891	0.0980862758923688	0.330451551533831	-0.0208155376185534	0.848060542840732	"Cct7"	"chaperonin containing Tcp1, subunit 7 (eta)"
"ENSMUSG00000030008"	-0.10388396116019	0.790142927041639	0.216089829750523	0.582664122237053	-0.395847277857934	0.0623629373003818	-0.283641409267601	0.133914785025653	"Pradc1"	"protease-associated domain containing 1"
"ENSMUSG00000030016"	0.0289522670537294	0.878042206875671	-0.068503234100935	0.731090105054246	0.118163498942088	0.243642519027996	0.0786125318948828	0.388772651737976	"Zfp638"	"zinc finger protein 638"
"ENSMUSG00000030019"	0.103712318989859	0.70035934146934	-0.207125377635775	0.42061561800846	0.152726267499879	0.429281915891798	0.0493132088539627	0.80386567042656	"Fbxl14"	"F-box and leucine-rich repeat protein 14"
"ENSMUSG00000030020"	0.018041130156089	0.921991676734025	0.0284188587757414	0.90585192286822	0.104508944120171	0.257450542174586	0.150968933052001	0.0330177975045849	"Prickle2"	"prickle homolog 2 (Drosophila)"
"ENSMUSG00000030022"	-0.0383534635022371	0.957708907665902	-0.135156125151157	0.868696156321718	0.0731867809553635	0.884510353967506	-0.100322807698031	0.792284599470399	"Adamts9"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9"
"ENSMUSG00000030029"	0.140058170425736	0.322784443070247	-0.187810942967558	0.205795765530451	-0.163056581258881	0.162956898998239	-0.210809353800703	0.0239584786660565	"Lrig1"	"leucine-rich repeats and immunoglobulin-like domains 1"
"ENSMUSG00000030030"	0.0465210890577406	0.881267028750069	0.0117190288119842	0.984403487088318	0.162588977908914	0.371233236291391	0.220829095778638	0.113728936456828	"1700003E16Rik"	"RIKEN cDNA 1700003E16 gene"
"ENSMUSG00000030031"	-0.0388688528950371	0.934875164523287	0.239866486613671	0.546218836006931	-0.071969927083281	0.839931748076357	0.129027706635353	0.599568704334691	"Kbtbd8"	"kelch repeat and BTB (POZ) domain containing 8"
"ENSMUSG00000030032"	0.256772223300683	0.0872777696888731	-0.046051198860568	0.913440277040815	-0.166902567478735	0.304996501008639	0.0438184569613797	0.796206082878375	"Wdr54"	"WD repeat domain 54"
"ENSMUSG00000030034"	0.188314502850279	0.547594784214992	-0.192073994404688	0.654325987605197	-0.0563794815619351	0.867704896978593	-0.0601389731163437	0.816580167120405	"Ino80b"	"INO80 complex subunit B"
"ENSMUSG00000030035"	0.155911821244948	0.523762847834941	-0.089412805745275	0.836866682730978	0.193590693364953	0.338604417590023	0.260089708864627	0.0949103059729086	"Wbp1"	"WW domain binding protein 1"
"ENSMUSG00000030036"	-0.0113180807815392	0.979605965545975	0.0826694870476987	0.842855982579355	-0.00259267248003205	0.993156355859609	0.0687587337861275	0.724460708980627	"Mogs"	"mannosyl-oligosaccharide glucosidase"
"ENSMUSG00000030042"	0.00557088433556147	0.989487752707317	0.141101846474864	0.659183432196467	0.0410658382735178	0.878014017658506	0.187738569083943	0.222926540035981	"Pole4"	"polymerase (DNA-directed), epsilon 4 (p12 subunit)"
"ENSMUSG00000030043"	0.24697588585887	0.387963488646131	-0.243577016227251	0.528143198394086	0.105301492800094	0.73864999972745	0.108700362431714	0.659799603575326	"Tacr1"	"tachykinin receptor 1"
"ENSMUSG00000030045"	-0.130145172627162	0.495391227816411	0.128008379349029	0.628891031598573	-0.0162409014024203	0.949259111129899	-0.0183776946805539	0.918649164781159	"Mrpl19"	"mitochondrial ribosomal protein L19"
"ENSMUSG00000030047"	0.227170827923095	0.521592890305043	-0.576265574332213	0.0176331263394544	0.17659590546399	0.552885001270616	-0.172498840945128	0.487069013460734	"Arhgap25"	"Rho GTPase activating protein 25"
"ENSMUSG00000030048"	0.0517500185262206	0.97203682734903	1.12553716427096	0.158965359617548	0.121663572251668	0.9190298902828	1.29895075504885	0.0180127251671233	"Gkn3"	"gastrokine 3"
"ENSMUSG00000030051"	-0.0361465453213502	0.960578523227813	-0.00627792855091138	0.996605521623844	0.307035315578417	0.418450512058499	0.264610841706155	0.408242348543773	"Aplf"	"aprataxin and PNKP like factor"
"ENSMUSG00000030055"	0.0560446187088846	0.84318998637656	-0.121266206653271	0.676943129004577	-0.124136240152587	0.468148914005017	-0.189357828096973	0.142922634632723	"Rab43"	"RAB43, member RAS oncogene family"
"ENSMUSG00000030056"	0.000266315475654384	0.999308911036225	0.0258585228188098	0.969129741133542	-0.180436071453477	0.424476485103515	-0.154311233159013	0.416194561928858	"Isy1"	"ISY1 splicing factor homolog (S. cerevisiae)"
"ENSMUSG00000030057"	-0.143647566120432	0.043279245408412	0.0740189927713451	0.565836142931173	-0.129739946067483	0.0714185417373724	-0.19936851941657	0.000362338805373697	"Cnbp"	"cellular nucleic acid binding protein"
"ENSMUSG00000030058"	-0.167526936228011	0.0121930916977077	0.0395389882982209	0.820481693695529	-0.00275573900021187	0.982735374449708	-0.130743686930002	0.029489000996115	"Copg1"	"coatomer protein complex, subunit gamma 1"
"ENSMUSG00000030059"	-0.00587777654315507	0.983014169617733	0.110680069762898	0.551053875969269	-0.155867066715081	0.162496601414138	-0.0510647734953382	0.663399710203299	"Tmf1"	"TATA element modulatory factor 1"
"ENSMUSG00000030060"	0.139302055765836	0.596639547114117	-0.124748389374207	0.744587865060868	0.212756529867164	0.294964343510795	0.227310196258793	0.16970117451142	"Hmces"	"5-hydroxymethylcytosine (hmC) binding, ES cell specific"
"ENSMUSG00000030061"	-0.0252618172825181	0.92028303741324	0.0350793738732308	0.917426333350827	0.122731395616284	0.358858355899267	0.132548952206996	0.220731837908592	"Uba3"	"ubiquitin-like modifier activating enzyme 3"
"ENSMUSG00000030062"	0.0656894845344324	0.639202679296499	-0.079990647080143	0.659183432196467	0.059885424277639	0.615493590209515	0.0455842617319285	0.652000358863346	"Rpn1"	"ribophorin I"
"ENSMUSG00000030064"	0.169686422871035	0.450708728891396	-0.294739986639297	0.155391202494135	0.0699236956962561	0.772963321903332	-0.0551298680720055	0.778339059334224	"Frmd4b"	"FERM domain containing 4B"
"ENSMUSG00000030067"	0.080054819424805	0.605266704827649	-0.0783203284362345	0.722814741346803	0.0866376385982597	0.493532453861915	0.0883721295868302	0.384796246570554	"Foxp1"	"forkhead box P1"
"ENSMUSG00000030074"	0.367856208666936	0.813459331084432	-0.0515781073170173	0.98810906857503	0.529392339170115	0.68480338905984	0.845670440520034	0.339047242792893	"Gxylt2"	"glucoside xylosyltransferase 2"
"ENSMUSG00000030075"	0.00579040743969911	0.989257875396301	0.2432579903118	0.283017927941831	-0.06977730879767	0.774091464115338	0.179271088953829	0.23667506041555	"Cntn3"	"contactin 3"
"ENSMUSG00000030077"	-0.0246014078028103	0.900765464314595	0.0423055897324286	0.864010867897979	0.141534630813681	0.15971859647856	0.1592388127433	0.0513551264544328	"Chl1"	"cell adhesion molecule with homology to L1CAM"
"ENSMUSG00000030079"	-0.0754486655679116	0.833616101264905	0.0511070113023725	0.929669420526506	0.0128611029013633	0.970080029931967	-0.0114805513641758	0.963791190859398	"Ruvbl1"	"RuvB-like protein 1"
"ENSMUSG00000030082"	0.0942183850189352	0.599111322092761	0.0426702054242299	0.899024550522744	0.138836563533557	0.316015539492351	0.275725153976722	0.00534097676585787	"Sec61a1"	"Sec61 alpha 1 subunit (S. cerevisiae)"
"ENSMUSG00000030083"	-0.0655162629539024	0.766515373271644	0.0583521906433225	0.854667012192826	-0.122588671327203	0.404069461013396	-0.129752743637783	0.276063842041607	"Abtb1"	"ankyrin repeat and BTB (POZ) domain containing 1"
"ENSMUSG00000030084"	0.0581811227403236	0.715924504903522	-0.12821158057954	0.385425691108729	0.0201491768594981	0.898590206331618	-0.0498812809797181	0.637600365184141	"Plxna1"	"plexin A1"
"ENSMUSG00000030086"	-0.143955774384896	0.420656925620382	-0.0142052747634913	0.977065987889983	0.0993222481651523	0.567175638236885	-0.0588388009832354	0.709300149477459	"Chchd6"	"coiled-coil-helix-coiled-coil-helix domain containing 6"
"ENSMUSG00000030087"	0.018076387436948	0.979605965545975	0.28386426651178	0.530722158284159	-0.581972618726246	0.0162158809694361	-0.280031964777518	0.23588954117183	"Klf15"	"Kruppel-like factor 15"
"ENSMUSG00000030088"	0.228080242326965	0.0862174415807898	-0.15411836390971	0.461994531071896	-0.0525211655177215	0.778139355983258	0.021440712899533	0.89155700570524	"Aldh1l1"	"aldehyde dehydrogenase 1 family, member L1"
"ENSMUSG00000030089"	0.0365319050887192	0.964672074685063	0.0525416026864554	0.965959416107156	-0.15085223676637	0.758801714281835	-0.0617787289911955	0.883039455219393	"Slc41a3"	"solute carrier family 41, member 3"
"ENSMUSG00000030091"	0.0214742975440794	0.939171837083699	0.103245149228323	0.700343616620562	-0.113561996509194	0.470160066589883	0.0111574502632085	0.946903457208781	"Nup210"	"nucleoporin 210"
"ENSMUSG00000030092"	-0.0678192685728745	0.824604922328527	0.244515265990197	0.285517304275722	0.161322820802496	0.427398469129169	0.338018818219819	0.016476950475639	"Cntn6"	"contactin 6"
"ENSMUSG00000030093"	0.258399103084851	0.488292642438121	-0.258343715620225	0.616565820155034	0.375586696183764	0.201539479966505	0.37564208364839	0.124737751748145	"Wnt7a"	"wingless-type MMTV integration site family, member 7A"
"ENSMUSG00000030094"	-0.184144152660635	0.368575503247108	0.322791617480835	0.0807921268650744	-0.411329603992441	0.00575051869506126	-0.272682139172241	0.0466408406025783	"Xpc"	"xeroderma pigmentosum, complementation group C"
"ENSMUSG00000030095"	-0.0633396997456051	0.706911326978132	-0.142061709671236	0.315929674245954	-0.0272095170716808	0.862565722325555	-0.232610926488522	0.00500050476266321	"Tmem43"	"transmembrane protein 43"
"ENSMUSG00000030096"	-0.00494721830491535	0.990916373431783	0.00176397525095667	0.997798363475107	-0.323966169163589	0.038412570336536	-0.327149412217548	0.0132228327465175	"Slc6a6"	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"
"ENSMUSG00000030098"	-0.200629350760209	0.160051295418519	0.192829055693987	0.274806097809728	0.0139324628405793	0.952265059596802	0.0061321677743572	0.971680168781626	"Grip2"	"glutamate receptor interacting protein 2"
"ENSMUSG00000030101"	-0.224652767067212	0.128645423997126	-0.0220091482625373	0.963136556055438	-0.119176797483221	0.445207075702699	-0.36583871281297	0.000598082668443791	"Sumf1"	"sulfatase modifying factor 1"
"ENSMUSG00000030102"	-0.100551660843944	0.300302987737623	-0.0865375491956362	0.530722158284159	0.149491583234254	0.0559630794368465	-0.0375976268053264	0.670088761329907	"Itpr1"	"inositol 1,4,5-trisphosphate receptor 1"
"ENSMUSG00000030103"	-0.179710766378702	0.590920632158469	-0.17463022833894	0.711385970042061	-0.0488304283096901	0.893749496783057	-0.403171423027332	0.0321309783669057	"Bhlhe40"	"basic helix-loop-helix family, member e40"
"ENSMUSG00000030104"	-0.0624785688408098	0.780848031072602	-0.053913523856715	0.866389733573388	-0.0473017200834085	0.794966536433172	-0.163693812780933	0.14611984665099	"Edem1"	"ER degradation enhancer, mannosidase alpha-like 1"
"ENSMUSG00000030105"	-0.0655614166110022	0.661450107017277	0.00276344198097671	0.994741159271292	0.0899125105526437	0.424269331466332	0.0271145359226181	0.812156990623545	"Arl8b"	"ADP-ribosylation factor-like 8B"
"ENSMUSG00000030107"	0.611398851330591	0.357043363925576	-1.19731563577646	0.0127725893735082	-0.176681357365709	0.774722714139693	-0.762598141811574	0.0458127385745269	"Usp18"	"ubiquitin specific peptidase 18"
"ENSMUSG00000030108"	0.436299006806633	0.146771914614964	-0.599439602110892	0.0315582606574483	0.111449395421909	0.768057601903562	-0.0516911998823501	0.873416087774442	"Slc6a13"	"solute carrier family 6 (neurotransmitter transporter, GABA), member 13"
"ENSMUSG00000030109"	0.33430057713967	0.771682165510687	-0.305119743685774	0.85506605232055	-0.0167028848056603	0.987332072848671	0.0124779486482352	0.988786033057906	"Slc6a12"	"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12"
"ENSMUSG00000030110"	-0.0122493480344386	0.983014169617733	0.479082960616851	0.0471519264597564	-0.32760786063002	0.172577408854126	0.139225751952392	0.545171200535778	"Ret"	"ret proto-oncogene"
"ENSMUSG00000030111"	0.749711367157461	0.0477430901091011	-1.25312584386599	5.02442362576532e-05	-1.09666398724839	0.000182440742672552	-1.60007846395692	1.29018789811641e-10	"A2m"	"alpha-2-macroglobulin"
"ENSMUSG00000030120"	0.0877378027267998	0.353247490967018	-0.0116798054130473	0.965959416107156	-0.043703676441428	0.666349071983471	0.0323543208723245	0.702253087715362	"Mlf2"	"myeloid leukemia factor 2"
"ENSMUSG00000030122"	0.0866246076983104	0.561854934408393	-0.012839086343001	0.971828858433585	-0.0336977080414812	0.828936285682994	0.0400878133138283	0.735079741846175	"Ptms"	"parathymosin"
"ENSMUSG00000030123"	-0.00387341544138392	0.989604808725342	-0.0113525130675152	0.977950750495307	0.119961350665325	0.349280466743281	0.104735422156426	0.335182996222777	"Plxnd1"	"plexin D1"
"ENSMUSG00000030124"	0.0116015323483023	0.989257875396301	-1.25202117668014	2.86198504387895e-08	-0.066275971490619	0.877383660896017	-1.30669561582245	8.01285424071294e-10	"Lag3"	"lymphocyte-activation gene 3"
"ENSMUSG00000030125"	0.21418253997384	0.77003483930812	-0.254744927082551	0.791869745673161	-0.0631098376609539	0.925606048651886	-0.103672224769665	0.832550985399071	"Lrrc23"	"leucine rich repeat containing 23"
"ENSMUSG00000030126"	-0.0479288813212915	0.831340974813064	-0.00192608921000818	0.997004945044601	0.102974479441496	0.470333977714424	0.0531195089101963	0.690588510188301	"Tmcc1"	"transmembrane and coiled coil domains 1"
"ENSMUSG00000030127"	-0.0176742191524996	0.913896972609509	0.0179213300615358	0.940393581287777	-0.0196208951880601	0.872405391203439	-0.0193737842790239	0.835014785838017	"Cops7a"	"COP9 (constitutive photomorphogenic) homolog, subunit 7a (Arabidopsis thaliana)"
"ENSMUSG00000030134"	0.0964561629926448	0.384787956796584	-0.102762085441179	0.470520168757852	-0.0618548360575261	0.570202857939137	-0.0681607585060605	0.421683182068609	"Rasgef1a"	"RasGEF domain family, member 1A"
"ENSMUSG00000030137"	-0.225135203966669	0.510102493474402	-0.292313360150645	0.416727476223874	-0.152459849725895	0.58745918771654	-0.669908413843209	0.000229862090484464	"Tuba8"	"tubulin, alpha 8"
"ENSMUSG00000030138"	0.0615597970732531	0.787499004420811	0.0768166575357652	0.798723087295752	-0.0257132110960714	0.902774898590328	0.112663243512947	0.36061328830935	"Bms1"	"BMS1 homolog, ribosome assembly protein (yeast)"
"ENSMUSG00000030145"	-0.0748579477049217	0.866647074895338	-0.00657639870578451	0.994668938297581	0.178309373545174	0.518584091627205	0.0968750271344674	0.705668591936489	"Zfp248"	"zinc finger protein 248"
"ENSMUSG00000030157"	0.216148339463693	0.740091036736021	0.13672788308557	0.901392303300257	-0.433785986562881	0.321840296698246	-0.0809097640136175	0.860372049088549	"Clec2d"	"C-type lectin domain family 2, member d"
"ENSMUSG00000030161"	-0.131203069875253	0.0598919218049813	0.0697846953363689	0.57783839976065	-0.0373606375845604	0.691322784350802	-0.0987790121234448	0.103031222806042	"Gabarapl1"	"gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1"
"ENSMUSG00000030166"	0.127903449258161	0.543080564434151	0.177244978824959	0.492262433040575	-0.249445056490622	0.12240699521167	0.0557033715924984	0.749980728449007	"Rad52"	"RAD52 homolog (S. cerevisiae)"
"ENSMUSG00000030168"	0.106043909568697	0.795553419319149	0.00711309601852062	0.994271810643582	-0.572433637317369	0.00446344735064062	-0.459276631730151	0.0107018625508836	"Adipor2"	"adiponectin receptor 2"
"ENSMUSG00000030170"	-0.0092370805514063	0.993040271542741	-0.129081360418013	0.917633656684192	-0.211060750604302	0.716044182191624	-0.349379191573721	0.411226252802866	"Wnt5b"	"wingless-type MMTV integration site family, member 5B"
"ENSMUSG00000030172"	0.227766254835198	0.0223870083344492	-0.119842661839731	0.500277925748777	0.214501963129738	0.0400668656421075	0.322425556125204	7.42333276784102e-05	"Erc1"	"ELKS/RAB6-interacting/CAST family member 1"
"ENSMUSG00000030177"	-0.466218435048988	0.100776197684965	0.159090352847357	0.792677836385351	-0.144591964129677	0.684917994819642	-0.451720046331307	0.0520563547925961	"Ccdc77"	"coiled-coil domain containing 77"
"ENSMUSG00000030180"	-0.0200034605304174	0.919773836365589	0.0922607473751552	0.578208092110448	-0.00700334679773716	0.966174281632453	0.0652539400470006	0.488892005352489	"Kdm5a"	"lysine (K)-specific demethylase 5A"
"ENSMUSG00000030187"	-0.971205440370989	0.512025371336106	0.71787194767283	0.744984417568725	-1.00833904368875	0.38355431500005	-1.26167253638691	0.181769943699715	"Klra2"	"killer cell lectin-like receptor, subfamily A, member 2"
"ENSMUSG00000030188"	0.15223685987349	0.853675836509646	0.0116825315270339	0.994741159271292	-0.0408735507087964	0.957744173742646	0.123045840691727	0.809024558188899	"Magohb"	"mago-nashi homolog B (Drosophila)"
"ENSMUSG00000030189"	0.206854838246172	0.305349451869956	-0.125773152253796	0.719119071816274	-0.026847659736323	0.92279039482866	0.0542340262560537	0.778527441499802	"Ybx3"	"Y box protein 3"
"ENSMUSG00000030199"	0.215885063631221	0.396725577963582	-0.348144138058182	0.150512378688457	-0.0157323942029287	0.96326203228573	-0.14799146862989	0.44216506558746	"Etv6"	"ets variant 6"
"ENSMUSG00000030201"	0.0637400351996457	0.712843014629017	-0.0525652476541192	0.840372804507218	0.114086688052221	0.347238095571037	0.125261475597747	0.200891415099076	"Lrp6"	"low density lipoprotein receptor-related protein 6"
"ENSMUSG00000030203"	0.0752618621084169	0.871404487850637	-0.0364630794119158	0.96575245120145	0.0507445549388877	0.89372495986413	0.0895433376353888	0.737401340726705	"Dusp16"	"dual specificity phosphatase 16"
"ENSMUSG00000030204"	-0.158010355490695	0.167758211181689	0.0951932927818864	0.623077770598746	-0.172148029451091	0.0952753922072972	-0.234965092159899	0.0046276299283149	"Ddx47"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 47"
